Gender,Duration (s),RMS Energy,ZCR (Zero Crossing Rate),Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Pitch (Fundamental Frequency),MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
Male,4.5,0.04277052,0.24122825243794327,2449.7162692615457,2117.605881036837,4757.8125,156.33469358745563,-310.5188903808594,53.201744079589844,14.626267433166504,-7.118014335632324,11.989493370056152,-7.439273834228516,-0.9957724213600159,3.4908246994018555,-20.64630699157715,-5.259317874908447,3.407432794570923,-0.9089670181274414,-12.383467674255371,2.595593214035034,-3.0034191608428955,-6.73295783996582,-3.2001888751983643,3.52762770652771,-6.252889156341553,-1.6935051679611206
Male,12.75,0.024745587,0.31970429002192985,2810.278098038064,2163.52284812657,5243.421052631579,149.21155491467454,-314.5185241699219,49.206974029541016,15.284390449523926,-7.70186710357666,6.810400485992432,-7.702036380767822,-1.611441731452942,-0.3477574288845062,-22.50519561767578,-6.975965976715088,-0.4080052077770233,-4.987051486968994,-12.760820388793945,0.6988061666488647,-7.209779262542725,-8.357176780700684,-5.365113258361816,1.9344345331192017,-9.576807975769043,-2.5594866275787354
Male,10.95,0.027916571,0.37631821701895046,2871.3646122399045,2067.4199388361653,5015.96665451895,146.42054251593106,-294.5589599609375,57.37035369873047,-2.0784099102020264,-34.65319061279297,0.49217772483825684,0.4708945155143738,-1.7470927238464355,-1.580236792564392,-18.479995727539062,1.408352017402649,5.846843242645264,5.73031759262085,-10.275992393493652,-2.5344185829162598,-7.149391174316406,-7.2877912521362305,-5.382324695587158,-0.832837700843811,-8.590832710266113,-3.2234601974487305
Male,6.6,0.004488033,0.5294808650362319,4268.807317131338,2365.3794271481725,6822.841183574879,116.91113225114798,-404.7195739746094,0.7637010812759399,35.10682678222656,-0.57703697681427,11.056963920593262,-2.928915500640869,-2.131500482559204,3.26420521736145,-5.4346699714660645,0.45649483799934387,0.9475582838058472,2.8763601779937744,-7.212028503417969,3.3441483974456787,-3.4194412231445312,-1.3185580968856812,-6.3247389793396,4.032732963562012,-4.993427276611328,-2.6279985904693604
Male,2.1,0.028542565,0.24946732954545456,2628.8116022621466,2081.1481609440093,4795.572916666667,186.62353399318474,-303.64105224609375,47.341552734375,-0.44422420859336853,-26.079084396362305,2.8002772331237793,5.6878342628479,-9.400103569030762,-8.445898056030273,-8.822755813598633,-3.752744436264038,-0.09201989322900772,9.210965156555176,1.1992926597595215,7.698544502258301,-4.003656387329102,-0.4826023280620575,-2.043032169342041,-1.7861591577529907,-9.134139060974121,1.6910730600357056
Male,2.7,0.0072979154,0.5972713694852941,4268.764241680065,2251.5772687769436,6564.889705882353,129.51588485273464,-394.3352966308594,7.756258487701416,27.196271896362305,-15.005227088928223,5.574086666107178,0.8317441940307617,-0.8907871246337891,2.2792680263519287,-6.493222236633301,0.0868268832564354,2.316283702850342,5.870431423187256,-5.70953893661499,1.4881622791290283,-5.0933380126953125,0.1044035330414772,-5.789615631103516,2.0290706157684326,-7.145020484924316,-3.038355827331543
Male,3.15,0.008441145,0.5598317155934344,4221.58897545999,2278.36601500282,6567.945075757576,103.2666690705885,-389.4552307128906,7.386093616485596,28.52594566345215,-3.851440191268921,11.2725191116333,-2.322871208190918,0.7078060507774353,4.200494289398193,-8.137910842895508,0.397294819355011,0.9375479817390442,1.5023410320281982,-7.82334041595459,2.044931650161743,-4.008026599884033,-0.5523450374603271,-5.235124111175537,3.274526596069336,-7.717049598693848,-5.111611366271973
Male,3.0,0.0061565335,0.5909190076462766,4302.636246121425,2281.4752946644076,6673.204787234043,128.93717985761086,-395.96002197265625,4.255548000335693,27.399723052978516,-8.61211109161377,8.437501907348633,-0.041994769126176834,1.7278766632080078,4.24798059463501,-8.620665550231934,-0.3253017067909241,3.0483694076538086,3.404813289642334,-8.70474624633789,2.276155710220337,-4.296071529388428,-1.6439019441604614,-5.617406845092773,3.1979503631591797,-7.947295665740967,-4.256603717803955
Male,3.15,0.0041401163,0.6076388888888888,4416.3478429847655,2296.4696259113225,6798.453282828283,128.26888502762262,-400.6090087890625,-1.3285287618637085,25.768220901489258,-6.506260871887207,11.22572135925293,0.07822168618440628,-0.6498365998268127,3.128373861312866,-7.5448713302612305,-0.10021504759788513,1.480933427810669,2.9934165477752686,-6.564101219177246,2.9081242084503174,-4.976621150970459,-1.2292141914367676,-5.061224937438965,3.8989319801330566,-6.785966396331787,-3.482865571975708
Male,3.0,0.005992179,0.577621135305851,4311.347637531928,2316.9435132317776,6778.590425531915,137.9543375013957,-402.4531555175781,0.4103832542896271,31.625080108642578,-1.3313547372817993,10.55588150024414,-3.924251079559326,1.5658453702926636,6.543849945068359,-8.281813621520996,-0.8494417071342468,0.4728951156139374,0.2278345376253128,-9.037550926208496,3.2573697566986084,-3.8660082817077637,-1.2627440690994263,-4.646630764007568,3.919724225997925,-6.634763240814209,-3.7248499393463135
Male,3.0,0.0070532714,0.568837267287234,4234.978286851924,2277.932640522321,6586.768617021276,119.26010161907223,-393.1715393066406,7.18612003326416,29.73495864868164,-9.8428373336792,3.0656657218933105,-4.576505184173584,0.09293236583471298,3.8966729640960693,-8.142176628112793,0.2421680986881256,1.4231303930282593,1.0771546363830566,-7.788097858428955,4.0870232582092285,-3.805168628692627,-1.2362167835235596,-4.009788513183594,3.530977725982666,-7.767991542816162,-4.191999435424805
Male,2.7,0.009054663,0.4690085018382353,4029.287627968619,2342.134700416912,6512.04044117647,142.83701894781075,-394.8454895019531,1.3615506887435913,30.5117244720459,1.4765645265579224,11.18410873413086,-0.593216061592102,0.8437811732292175,4.450774192810059,-4.094266414642334,1.6803350448608398,1.0531749725341797,2.5189661979675293,-6.781562328338623,3.1459274291992188,-3.8482608795166016,0.6909894347190857,-3.4952187538146973,4.896046161651611,-5.259922027587891,-2.6978743076324463
Male,3.3,0.00597006,0.5856651893028846,4333.433454858577,2266.46183927146,6615.084134615385,100.58386808943428,-400.3124694824219,3.9147322177886963,30.67875862121582,-7.907055854797363,8.73262882232666,-1.9880872964859009,-0.6837455034255981,5.175583839416504,-5.5645246505737305,-0.16407272219657898,0.46271273493766785,0.5650745630264282,-8.590639114379883,2.4090027809143066,-4.525477886199951,-1.0113154649734497,-4.377288341522217,4.826200008392334,-7.248529434204102,-4.794244766235352
Male,3.6,0.0053055063,0.5882147054756637,4344.148955383498,2264.570205084062,6674.91703539823,131.59180483051972,-396.1958312988281,0.7475167512893677,24.865737915039062,-8.085987091064453,9.13040828704834,-2.028576612472534,-2.221238374710083,3.3821511268615723,-7.042041301727295,-1.411607265472412,1.2736033201217651,3.538604736328125,-7.452354431152344,2.737356185913086,-3.9841864109039307,1.4538015127182007,-2.8430943489074707,3.191816806793213,-8.363265037536621,-5.040409564971924
Male,4.95,0.016712973,0.29678994455645163,3130.8587665882956,2281.802230286391,5589.415322580645,126.55890168846658,-333.4754638671875,34.988773345947266,19.680952072143555,7.440073490142822,21.434953689575195,0.09164536744356155,-0.14666767418384552,2.136927604675293,-12.384748458862305,-3.568530559539795,-3.200035333633423,-2.9962990283966064,-8.022698402404785,2.8250691890716553,-4.710864067077637,-2.8730242252349854,-3.4882874488830566,-1.4243974685668945,-11.369569778442383,-5.745215892791748
Male,4.2,0.018613895,0.3552616003787879,3080.3815950114163,2141.380933330367,5330.965909090909,133.81960491837694,-322.98272705078125,43.61920166015625,13.521964073181152,-9.572315216064453,8.584096908569336,-4.136894226074219,-1.869978666305542,-0.37168118357658386,-16.885194778442383,-4.954591751098633,-3.300891399383545,-2.4271697998046875,-6.971717834472656,3.327969551086426,-4.95290470123291,-4.722269535064697,-6.6477837562561035,-0.87223219871521,-10.347323417663574,-4.121188163757324
Male,3.3,0.0057408568,0.5825242262620193,4289.862800219432,2268.446581984583,6558.819110576923,100.65780294546903,-397.7867431640625,5.95393180847168,29.384037017822266,-9.496822357177734,8.109335899353027,-0.23821581900119781,-0.919211745262146,3.447340726852417,-4.729968547821045,0.6863416433334351,-0.3277231454849243,0.8373902440071106,-9.122206687927246,2.2042863368988037,-3.8686118125915527,0.7982993721961975,-3.9735465049743652,3.841461181640625,-6.7046332359313965,-4.389420509338379
Male,3.15,0.005043465,0.596383759469697,4389.8198323857805,2283.7125988878965,6732.165404040404,115.399921414013,-401.4328308105469,1.9419177770614624,29.101905822753906,-7.776975631713867,10.001774787902832,0.6731235980987549,-0.014764439314603806,4.251943111419678,-4.7755303382873535,1.499896764755249,-0.5842684507369995,-0.5307452082633972,-8.645904541015625,3.1540024280548096,-5.355683326721191,-0.5145557522773743,-3.889653444290161,3.269737482070923,-6.9621405601501465,-4.3078293800354
Male,5.1,0.013888255,0.4356048583984375,3455.8696486374793,2141.868554148114,5715.234375,148.65666545328705,-340.677978515625,24.650455474853516,14.162347793579102,0.3289203643798828,13.875129699707031,-1.391214370727539,-6.045702934265137,-4.201745986938477,-14.10559368133545,-4.365317344665527,-4.789397716522217,-3.1735520362854004,-4.797965049743652,4.47568416595459,-8.131998062133789,-2.703979969024658,-1.997967004776001,0.600532054901123,-8.819906234741211,-3.457491636276245
Male,4.65,0.014795904,0.4226408657962329,3497.576714940496,2157.573549801066,5757.651969178082,116.61271310926941,-343.5886535644531,24.78276824951172,15.781096458435059,-1.2546610832214355,13.327452659606934,-2.477451801300049,-3.3666303157806396,0.8117207884788513,-15.217171669006348,-4.589526176452637,-3.7908010482788086,-3.8020918369293213,-6.849728107452393,3.0982160568237305,-4.356263160705566,-1.9995367527008057,-3.1865291595458984,1.1247514486312866,-8.57662296295166,-4.116953372955322
Male,3.45,0.007203146,0.6045102719907407,4368.683702784825,2249.613317836106,6628.038194444444,122.11351389726367,-399.4142761230469,4.762253284454346,28.119112014770508,-14.075197219848633,7.421811580657959,3.0205159187316895,0.22273065149784088,3.1445446014404297,-5.755904197692871,-0.6376158595085144,0.5505805015563965,3.936866283416748,-7.566152095794678,1.2355990409851074,-4.93387508392334,-0.17805956304073334,-4.5419602394104,3.340607166290283,-7.746828079223633,-5.29154109954834
Male,3.45,0.003719336,0.6007667824074074,4475.640155654424,2340.385472906503,6939.163773148148,122.31771355666608,-411.0883483886719,-2.627981424331665,34.789371490478516,-4.159111022949219,9.635967254638672,0.09104739874601364,2.6801180839538574,5.5937957763671875,-6.289188385009766,-0.9374074339866638,-1.2105108499526978,0.30551257729530334,-9.639520645141602,1.208664059638977,-3.2346255779266357,0.7406680583953857,-4.186161994934082,3.4522664546966553,-7.137665748596191,-4.5406880378723145
Male,3.45,0.0060231723,0.6000705295138888,4334.165996056272,2271.884062501042,6644.965277777777,112.57050886673187,-397.4444885253906,5.089242935180664,27.66521453857422,-13.024721145629883,5.774412155151367,0.27302730083465576,2.5642056465148926,4.9707207679748535,-8.293098449707031,-0.01698073372244835,2.0890181064605713,2.6628482341766357,-8.076953887939453,2.0971717834472656,-5.847933769226074,-1.3095130920410156,-3.7450008392333984,3.1804842948913574,-8.847899436950684,-4.23717737197876
Male,3.15,0.0046571395,0.5764086174242424,4392.0941595635095,2345.722116753254,6882.496843434344,115.0011692908857,-408.4315490722656,-2.3146817684173584,34.557621002197266,-2.4158411026000977,9.771188735961914,0.4734240472316742,3.823793888092041,5.395166873931885,-7.855114459991455,-0.8591066598892212,0.46404385566711426,0.23913882672786713,-10.37890911102295,0.35564470291137695,-5.638433456420898,0.06542357802391052,-3.4159255027770996,3.846384048461914,-7.301882266998291,-5.225749492645264
Male,3.45,0.0059193075,0.5562834563078703,4226.447194294743,2271.4475813114573,6586.009837962963,111.55652825947156,-395.8481750488281,3.4287540912628174,27.792314529418945,-2.360330581665039,13.424654006958008,-2.352940559387207,-0.593741238117218,4.850293159484863,-8.418187141418457,-2.9614288806915283,-1.5398463010787964,0.4548245966434479,-8.49297046661377,2.8800413608551025,-3.5778579711914062,-1.509212613105774,-4.642115116119385,4.245955467224121,-7.4761834144592285,-4.680901527404785
Male,4.05,0.005840471,0.574956938976378,4298.769613181603,2294.371900558439,6660.002460629921,105.56120816212545,-401.4664001464844,4.133504390716553,32.4344596862793,-8.863543510437012,8.927583694458008,0.3481923043727875,0.4008193016052246,4.854416847229004,-6.21403169631958,-0.735720694065094,0.10516083240509033,1.5314756631851196,-9.248772621154785,1.599260687828064,-5.05379056930542,-0.49170148372650146,-4.013993740081787,3.947340250015259,-7.570484161376953,-4.281319618225098
Male,8.85,0.01173191,0.41904755189530685,3467.3052290166947,2256.1376779761595,5957.976083032491,124.51135985163394,-350.26788330078125,30.638446807861328,21.226816177368164,-8.948841094970703,10.243261337280273,-1.4305936098098755,-3.7374448776245117,-0.2441437691450119,-12.353015899658203,-4.045068740844727,-2.723289966583252,-0.8794551491737366,-6.261437892913818,2.822767496109009,-5.288257598876953,-2.859830141067505,-6.328611373901367,-0.4331709146499634,-10.681966781616211,-5.674339294433594
Male,3.45,0.0055027017,0.6031313295717593,4416.9902274382985,2284.372075006016,6746.310763888889,115.12533385466519,-406.15057373046875,-0.3855694532394409,33.31316375732422,-5.669137477874756,7.6037516593933105,-0.1022941917181015,2.635364055633545,5.528421401977539,-7.45611572265625,-2.3454813957214355,-0.6880478262901306,0.418584942817688,-10.519095420837402,2.278520345687866,-3.492016553878784,0.0484699010848999,-4.621615886688232,4.052236557006836,-7.227553844451904,-4.504995346069336
Male,3.15,0.0063995947,0.5854788115530303,4299.870133093118,2230.852139947889,6519.412878787879,115.45461530284008,-393.28204345703125,3.1159331798553467,24.14870834350586,-5.547028064727783,14.000011444091797,-0.7480801939964294,-1.9161633253097534,5.203091621398926,-4.491354465484619,-1.2021054029464722,-0.49418404698371887,1.5578337907791138,-8.382933616638184,2.215677499771118,-4.147390842437744,-0.28022775053977966,-5.08473539352417,2.9039411544799805,-8.230469703674316,-4.831676959991455
Male,3.3,0.005424345,0.5894211989182693,4366.579387231593,2279.0259950001982,6641.225961538462,100.70677046571944,-398.08770751953125,3.497485637664795,28.535831451416016,-6.263184070587158,12.78309440612793,0.5560362339019775,-0.8564015626907349,4.7605180740356445,-5.192815780639648,-0.3005736172199249,0.5349740982055664,1.474276065826416,-8.388864517211914,2.0936203002929688,-4.371206283569336,-0.8206367492675781,-5.818611145019531,1.218308687210083,-9.430170059204102,-5.361323356628418
Male,2.85,0.0070693353,0.5502278645833333,4125.037188273159,2285.970862142541,6458.333333333333,121.85829070816918,-388.65606689453125,10.99830150604248,27.479291915893555,-12.478227615356445,6.298791408538818,0.046947576105594635,0.8653110861778259,4.293084144592285,-6.812889099121094,-1.107860803604126,-1.3675073385238647,1.4516847133636475,-7.509933948516846,3.6998677253723145,-4.376335144042969,-2.1870384216308594,-4.968510627746582,3.1758878231048584,-8.41861629486084,-5.202314853668213
Male,3.15,0.006054998,0.5761028251262627,4283.113315157108,2294.481170278423,6651.436237373738,98.8042473805172,-397.35711669921875,6.351071357727051,32.7667236328125,-10.050971031188965,3.210352659225464,-2.4238767623901367,3.055497407913208,6.20652961730957,-7.805315017700195,-2.1813035011291504,-0.07653465867042542,1.085652232170105,-6.937169075012207,3.484245777130127,-4.683757781982422,-0.8624232411384583,-4.3010101318359375,3.2406258583068848,-9.314916610717773,-5.133372783660889
Male,2.85,0.0045106933,0.6110731336805556,4442.818416973795,2285.0865164117213,6760.850694444444,113.44119733370842,-404.4043884277344,1.1431241035461426,30.104183197021484,-10.803414344787598,6.577847480773926,-0.950504720211029,1.9494837522506714,5.965285301208496,-7.5223565101623535,-0.935499906539917,1.3646795749664307,2.113283634185791,-8.645658493041992,3.7711992263793945,-4.162690162658691,-1.7342569828033447,-5.035027980804443,3.692699432373047,-8.189783096313477,-4.1921820640563965
Male,2.7,0.005255796,0.5508616727941177,4220.607543197539,2306.037731721981,6747.426470588235,130.91993134300333,-398.228759765625,3.476057291030884,30.313579559326172,-3.990096092224121,10.246386528015137,-1.5617220401763916,0.17258784174919128,4.395993709564209,-8.349157333374023,-1.8195747137069702,-1.4770926237106323,-0.672890841960907,-8.923242568969727,3.1366448402404785,-3.561917304992676,0.2630370855331421,-2.6252169609069824,4.767461776733398,-9.431035995483398,-5.903258323669434
Male,3.0,0.0065407758,0.5565055684840425,4185.031330262031,2252.349281008433,6531.166888297872,146.28500308496734,-391.2599792480469,3.643409490585327,24.27653694152832,-5.379034519195557,11.590099334716797,-1.8664222955703735,-2.131507635116577,5.885331153869629,-6.049683094024658,-3.1538591384887695,-2.018110990524292,-0.22258859872817993,-9.408570289611816,2.4847490787506104,-2.1698906421661377,0.4478659927845001,-3.7016773223876953,4.278092384338379,-7.655713081359863,-5.243868827819824
Male,9.9,0.013916923,0.4028903099798387,3290.364680677136,2173.524125490472,5610.282258064516,133.49540959761916,-333.64556884765625,33.70381164550781,16.568862915039062,-3.0739612579345703,13.676085472106934,0.6532449126243591,-5.218374729156494,-3.8222718238830566,-14.545082092285156,-5.9006829261779785,-5.365312576293945,-1.9584450721740723,-5.552557945251465,3.702601194381714,-5.792524337768555,-2.882301092147827,-4.219424247741699,-0.3698766827583313,-9.985373497009277,-4.997661113739014
Male,6.9,0.021160241,0.36973967375578703,3145.385250568437,2098.8362860989005,5230.432581018518,134.95674494370255,-323.9300231933594,38.00242233276367,11.012290954589844,-5.940337181091309,16.48550796508789,-2.5265614986419678,-6.531051158905029,-0.4076886475086212,-15.107885360717773,-7.7962117195129395,-4.629147052764893,-1.2808043956756592,-6.717758655548096,2.753207206726074,-5.019812107086182,-2.54807448387146,-5.193085670471191,-0.5023487210273743,-10.90841007232666,-4.5784525871276855
