Gender,Duration (s),RMS Energy,ZCR (Zero Crossing Rate),Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Pitch (Fundamental Frequency),MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
Female,9.3,0.081243165,0.13941352555841924,1822.0547792809853,1759.8860843421837,3402.330326460481,223.99445525260043,-224.2662353515625,72.97579956054688,-14.559355735778809,-16.33157730102539,-24.985626220703125,-23.223236083984375,-7.682720184326172,-8.48701286315918,-11.226902961730957,5.47110652923584,-3.051880359649658,-3.314110517501831,-2.5167975425720215,-8.376734733581543,-16.21157455444336,0.41296181082725525,-6.678792953491211,-2.8905465602874756,-6.609562873840332,-10.45164966583252
Female,8.4,0.09256942,0.17148697421577946,2075.5470065817276,1894.6070588534717,4051.7169676806084,251.96879503504323,-244.5,64.19290924072266,2.6461594104766846,-11.935723304748535,-20.56888198852539,-15.260910034179688,-12.056065559387207,0.27234122157096863,-10.694972038269043,-2.1624889373779297,2.890082359313965,-8.911225318908691,-8.428993225097656,-4.830024242401123,-14.28044319152832,4.955028533935547,-8.06953239440918,-2.378542184829712,-6.513092041015625,-10.712678909301758
Female,6.45,0.038850702,0.18697304300742573,2177.130125351251,2101.145747808572,4594.098081683168,210.50308066647037,-288.7155456542969,67.66632843017578,14.686323165893555,-24.134180068969727,-12.645169258117676,-9.733728408813477,-8.265828132629395,-9.02896785736084,-12.826398849487305,-0.9447066783905029,-5.197195053100586,-8.84062671661377,-11.226954460144043,-4.027275562286377,-10.776630401611328,-1.012500524520874,-4.702723503112793,-2.982548713684082,-12.433289527893066,-8.314760208129883
Female,8.7,0.044001356,0.2853842342601103,2780.8805193550406,2114.5385732922055,5208.49609375,207.2987965475363,-314.6649475097656,41.21930694580078,19.22709846496582,-14.018535614013672,-8.19001293182373,-2.955112934112549,-9.260479927062988,1.9464447498321533,-4.931891441345215,-0.7674784660339355,3.628983974456787,-9.446866989135742,-13.428766250610352,-2.3978943824768066,-13.340612411499023,0.9519681334495544,-7.730759620666504,-4.8646674156188965,-11.096046447753906,-8.989404678344727
Female,4.65,0.0027973843,0.5407213184931506,4462.09850767894,2419.795576666283,6949.058219178082,108.06092487714538,-411.7950134277344,-3.904761791229248,36.579349517822266,1.611083745956421,17.86086082458496,6.461413860321045,7.225221633911133,12.90628719329834,0.9492967128753662,1.3455321788787842,-1.3490835428237915,1.1574854850769043,-8.745476722717285,1.8169550895690918,-3.187471389770508,-0.050957825034856796,-7.5023345947265625,3.0544443130493164,-5.400811195373535,-4.420380115509033
Female,1.8,0.024830973,0.4223547149122807,3575.1662961349734,2198.425902616453,5916.803728070176,176.6602986789588,-345.3954772949219,18.71698760986328,14.670665740966797,1.5820246934890747,10.682914733886719,-2.0589957237243652,-0.8175369501113892,4.28815221786499,-5.072328090667725,3.802049398422241,-3.03653621673584,-3.5889945030212402,-6.558374404907227,0.28827089071273804,-5.491565227508545,1.481136441230774,-5.964792251586914,1.743809700012207,-9.390335083007812,-6.447723865509033
Female,2.1,0.030324252,0.4348440459280303,3703.075386933624,2163.990457458144,6002.485795454545,168.44872920152727,-346.2850341796875,10.984265327453613,7.114634037017822,-3.134357452392578,4.070470809936523,-3.677865982055664,-1.2217601537704468,8.25361156463623,-0.3244675099849701,3.4665095806121826,0.6535869836807251,-0.5858771204948425,-5.811435699462891,-0.9412069320678711,-8.509650230407715,0.9350244998931885,-6.111201286315918,-0.27995577454566956,-7.297628879547119,-5.1646223068237305
Female,10.35,0.051718157,0.3428819444444444,3076.793045202592,2114.045053093418,5409.963348765432,195.2841738954877,-310.2662048339844,31.36014747619629,8.255922317504883,-14.92954158782959,-3.6009762287139893,3.9290318489074707,-4.392538070678711,2.075364112854004,-3.437572717666626,-1.2659032344818115,-0.620538055896759,-2.2085139751434326,-8.989521980285645,1.6152743101119995,-12.637451171875,-0.8761060833930969,-5.572139263153076,-4.505180358886719,-9.016436576843262,-6.608645439147949
Female,1.95,0.030705107,0.48797707479508196,3826.178067513626,2134.697766870175,5993.724385245901,162.35040726440113,-349.7965087890625,15.132394790649414,9.755789756774902,-11.903626441955566,2.517845630645752,-4.2507405281066895,1.7629170417785645,10.308097839355469,2.557713031768799,6.115509986877441,-3.880744695663452,-0.06226681172847748,-5.685139179229736,-1.0395642518997192,-6.949972629547119,1.0284417867660522,-3.39650297164917,4.372387409210205,-6.097395896911621,-2.2950479984283447
Female,1.95,0.04233533,0.4199618980532787,3456.3869175261552,2108.0812630671144,5701.460040983607,166.40699706960342,-330.91064453125,22.988664627075195,-0.4210759699344635,-18.4612979888916,-1.2663384675979614,-2.262491464614868,4.696727752685547,5.583758354187012,-1.9917210340499878,6.326099872589111,1.1849713325500488,5.322004795074463,-4.83477783203125,-5.692157745361328,-8.870216369628906,1.4258559942245483,-1.5014573335647583,5.137521743774414,-5.816547870635986,-1.6733776330947876
Female,0.75,0.04382505,0.2787272135416667,2826.8254074850524,2077.603822890577,4868.489583333333,195.12523313410497,-312.5030517578125,42.32511520385742,23.607858657836914,7.426141262054443,-4.9729390144348145,-16.685585021972656,-0.4794858396053314,3.7335891723632812,-20.73992347717285,-4.604458808898926,9.146485328674316,-7.5722174644470215,-10.841094970703125,1.8180793523788452,-13.532120704650879,0.10427220910787582,-9.122776985168457,-2.7622015476226807,-4.127380847930908,-7.6776275634765625
Female,1.95,0.0109850755,0.46160988729508196,3821.0448283005467,2287.0900258522943,6321.337090163935,147.00820236257218,-374.0477600097656,14.926718711853027,22.211376190185547,-11.493033409118652,4.661471366882324,-1.7351802587509155,2.9272043704986572,5.20285701751709,-9.644508361816406,0.7314743995666504,6.085345268249512,1.3828022480010986,-9.45792293548584,1.9198815822601318,-6.209916114807129,-0.24675072729587555,-6.3318257331848145,2.693025827407837,-2.4335737228393555,-0.7769916653633118
Female,1.65,0.03698883,0.44214806189903844,3644.8674223127027,2153.437069110152,5739.332932692308,152.40509550742684,-357.53472900390625,20.643495559692383,23.70566749572754,-6.400563716888428,4.452487468719482,-1.9435291290283203,-1.6902422904968262,2.7340502738952637,-5.481847286224365,2.8810477256774902,1.1182358264923096,-0.33792591094970703,-7.675189018249512,0.7613943815231323,-8.750997543334961,-2.898113250732422,-9.613666534423828,1.7010350227355957,-4.46821403503418,-4.477609157562256
Female,6.9,0.07497415,0.2558638961226852,2507.8230470073768,1932.9809098901765,4525.209780092592,220.12327820358863,-263.9562072753906,47.33699035644531,3.343846082687378,-3.1715917587280273,-16.585817337036133,-12.944267272949219,-6.26097297668457,-1.6959737539291382,-16.26511573791504,-2.8959131240844727,6.436954975128174,-5.669882297515869,-10.828446388244629,-0.3248874247074127,-15.868851661682129,-2.3202474117279053,-8.28734302520752,-5.102991104125977,-8.731744766235352,-6.198241710662842
Female,1.8,0.032417804,0.4079718338815789,3462.7374963086672,2170.3856263008547,5838.541666666667,169.26842102976346,-345.8075256347656,23.44380760192871,11.742853164672852,-5.843802452087402,4.523961544036865,-12.561785697937012,-0.9822397232055664,7.137667655944824,-5.0125508308410645,2.9628920555114746,0.6097788214683533,0.6318153142929077,-5.983856678009033,-1.0452923774719238,-8.263160705566406,-0.35621944069862366,-6.488979816436768,-1.2106471061706543,-8.190969467163086,-0.9416778683662415
Female,1.95,0.03978297,0.41258965163934425,3485.302487423817,2225.5187890297225,5795.7223360655735,169.46288819061024,-349.5363464355469,20.040977478027344,16.136754989624023,-12.547176361083984,1.6420178413391113,0.7711177468299866,2.3077070713043213,4.4304914474487305,-5.276749610900879,3.2369577884674072,1.4914449453353882,3.102971076965332,-3.950883150100708,-0.13683031499385834,-12.250558853149414,-0.6526427865028381,-5.128586292266846,-0.29968199133872986,-6.827886581420898,-4.246015548706055
Female,1.65,0.051108737,0.35427621694711536,3272.2001799790496,2166.221516637854,5483.924278846154,173.06355593585118,-342.4515380859375,30.63149070739746,26.586240768432617,-4.219117164611816,-2.300616979598999,-6.965468406677246,-1.1740679740905762,-0.125203475356102,-6.492368698120117,5.301803112030029,-1.7303650379180908,-1.765825867652893,-6.827383995056152,-1.4195783138275146,-8.319681167602539,-2.0603880882263184,-5.5825347900390625,0.8885721564292908,-7.814884662628174,-4.048492908477783
Female,1.35,0.043918334,0.35199400436046513,3190.8618588621225,2110.498322264117,5168.241279069767,179.81760666835788,-347.4523010253906,34.62488555908203,28.281597137451172,-6.459372520446777,0.7372440099716187,-8.646014213562012,-0.9173368215560913,2.600745916366577,-7.377623081207275,1.0554962158203125,0.5781049132347107,-2.2125370502471924,-7.466788291931152,0.4200642704963684,-10.646245002746582,-4.897109508514404,-8.235543251037598,-0.5047211050987244,-6.706667900085449,-3.9377596378326416
Female,1.95,0.03515686,0.46590836321721313,3795.348760673253,2164.217503360764,5955.686475409836,144.24575245285192,-362.97119140625,14.277040481567383,22.0537166595459,-8.017229080200195,4.508421421051025,4.293233871459961,4.940196514129639,2.1207616329193115,-7.502676963806152,3.876584053039551,2.117403507232666,0.05922674387693405,-6.363312244415283,0.5029954314231873,-7.76251220703125,2.1022865772247314,-5.551093578338623,1.2332472801208496,-6.23203182220459,-5.88663911819458
Female,4.2,0.075752415,0.2492083925189394,2535.325268077898,1979.31830937302,4656.901041666667,219.71928623105268,-283.9033508300781,42.52920150756836,8.811278343200684,-3.7912685871124268,-8.180978775024414,-5.550755977630615,-5.737921714782715,-3.270334482192993,-11.30679702758789,0.6040744185447693,-0.8838977217674255,-4.0177717208862305,-6.737454414367676,-2.2714779376983643,-15.315879821777344,-0.4679204225540161,-6.385632038116455,-5.366143703460693,-11.309764862060547,-7.267621994018555
Female,2.85,0.034650344,0.30172526041666664,3415.706614962768,2310.5658925403454,6116.059027777777,142.3601228363717,-333.9043884277344,15.008577346801758,3.821462392807007,-3.9403231143951416,6.55483865737915,1.6102179288864136,6.669261932373047,4.49540901184082,1.4006211757659912,10.559906005859375,0.5863256454467773,1.4375791549682617,-5.124169826507568,0.25731226801872253,-7.805016994476318,0.5855518579483032,-0.6054900884628296,5.322761535644531,-3.453270435333252,-1.1172763109207153
Female,5.85,0.07098042,0.2620602800546448,2570.734688371007,1905.948635421683,4276.553961748634,188.36989414870462,-287.3341979980469,50.88665008544922,5.022110462188721,-14.563151359558105,-12.491605758666992,-9.264798164367676,1.7301218509674072,-2.4752774238586426,-13.098064422607422,2.958022117614746,0.6445665955543518,-0.8342642784118652,-5.119696140289307,-3.9486637115478516,-14.85991382598877,-3.001642942428589,-4.726985931396484,-1.6952091455459595,-10.950522422790527,-6.820448398590088
Female,2.7,0.043995984,0.3839441636029412,3310.389449079426,2070.9559803650777,5079.22794117647,159.95582097927178,-352.4779357910156,31.65928077697754,29.247190475463867,-14.767722129821777,-5.675457954406738,-4.954744815826416,1.1161762475967407,7.169613838195801,-2.4892590045928955,2.628002405166626,0.3707588315010071,1.7028759717941284,-4.638699531555176,0.09695867449045181,-8.505701065063477,-0.9265839457511902,-7.875112056732178,1.147189974784851,-6.620360374450684,-5.7988128662109375
Female,2.4,0.023954729,0.4420294510690789,3860.0532741534953,2223.978584874961,6173.725328947368,141.9589185351868,-369.9071960449219,6.69352388381958,26.55540657043457,6.761857509613037,7.972059726715088,-1.3093252182006836,1.535803198814392,8.592116355895996,-4.297793865203857,-2.326986789703369,3.4943783283233643,-2.4803595542907715,-11.59765625,5.035970687866211,-5.936031818389893,-0.9630398750305176,-7.027775764465332,-0.2836172580718994,-5.399075984954834,-4.473888397216797
Female,1.65,0.01364947,0.488525390625,4131.620188365963,2258.353669191511,6489.182692307692,117.77427626587884,-380.3668518066406,2.677598237991333,28.85605239868164,5.849205017089844,7.98024845123291,-3.8447630405426025,0.7853518128395081,9.373361587524414,-3.1619622707366943,-2.9441823959350586,0.5773822665214539,0.9341644048690796,-8.510784149169922,3.5930325984954834,-4.34453010559082,-0.47798123955726624,-4.835084915161133,1.8122016191482544,-4.637188911437988,-3.761584758758545
Female,1.8,0.03216234,0.36830969024122806,3554.125773738455,2156.5766548621473,5741.639254385965,165.72215219453577,-343.4296569824219,16.01057243347168,15.938815116882324,10.495440483093262,8.905858993530273,-7.097454071044922,3.435230255126953,9.797983169555664,-5.301555633544922,1.8742566108703613,3.602203845977783,-3.7099688053131104,-6.054280757904053,3.531266927719116,-7.115344047546387,0.01114224549382925,-7.48356294631958,-1.9090993404388428,-7.900745391845703,-6.058284282684326
Female,5.4,0.07329802,0.2791235207100592,2768.0317176448602,1997.1491266320443,4776.53476331361,193.10273388723192,-288.7096862792969,45.4033088684082,7.591629505157471,-12.086309432983398,-5.525635242462158,-5.186074733734131,-3.3313064575195312,5.415565013885498,-5.225607395172119,5.251004695892334,0.7604846954345703,-3.677976369857788,-5.107154846191406,-2.9351651668548584,-15.356364250183105,-0.28714820742607117,-7.3677825927734375,-3.198923349380493,-9.443690299987793,-7.874752998352051
Female,4.5,0.093432754,0.19665613918439717,2207.724892198672,1805.1540878729138,4024.933510638298,210.47077168509352,-234.55130004882812,59.67958450317383,-15.110196113586426,-13.489863395690918,-18.26161003112793,-16.77895164489746,-5.12518835067749,-5.286590576171875,-10.347413063049316,7.220180511474609,-1.7728383541107178,-0.2746562659740448,-4.116466522216797,-8.441415786743164,-16.284408569335938,-3.61911940574646,-5.470740795135498,-3.0253806114196777,-10.14033031463623,-6.145961761474609
Female,1.8,0.015532119,0.41958778782894735,3694.74015556378,2266.2210649367303,6095.5317982456145,146.8751506916789,-369.42523193359375,19.946090698242188,28.42902946472168,-0.8959177136421204,5.29528284072876,-8.213022232055664,2.8744871616363525,7.656168460845947,-9.11678409576416,-1.7601289749145508,-0.6969022154808044,-0.693298876285553,-8.092658042907715,0.6221338510513306,-6.496823310852051,-1.4936697483062744,-8.48278522491455,2.2879621982574463,-3.308180809020996,-1.3217934370040894
Female,5.25,0.085229374,0.18033854166666666,2206.110728734589,1840.200124736251,4070.501893939394,205.2341265890914,-239.7818145751953,56.87162780761719,-15.313870429992676,-6.147636413574219,-15.864367485046387,-13.72803783416748,4.048465728759766,-12.926081657409668,-17.81063461303711,6.3659749031066895,2.7084381580352783,-0.2656216621398926,-8.541276931762695,-1.2154724597930908,-10.244603157043457,-0.8360223770141602,-3.472574234008789,-3.42435884475708,-7.602173805236816,-3.1898295879364014
